TimeSinceStart,TrialNo,TrialID,ParticipantID,Landmark,DetailedView,Interaction,Details
38.3418,1,Training,6,Body,Shelves,Foot Interaction,Right Foot Press
39.47512,1,Training,6,Body,Shelves,Foot Interaction,Right Foot Press
52.2972,1,Training,6,Body,Shelves,Foot Interaction,Right Foot Press
71.34143,1,Training,6,Body,Shelves,Foot Interaction,Right Foot Press
74.43028,1,Training,6,Body,Shelves,TaskBoard Button,Start
83.06352,1,Training,6,Body,Shelves,Foot Interaction,Right Foot Press
93.40785,1,Training,6,Body,Shelves,Foot Interaction,Right Foot Press
94.84116,1,Training,6,Body,Shelves,Foot Interaction,Right Foot Press
95.44116,1,Training,6,Body,Shelves,Foot Interaction,Left Foot Press
103.4744,1,Training,6,Body,Shelves,Foot Interaction,Right Foot Press
142.3629,1,Training,6,Body,Shelves,Foot Interaction,Left Foot Press
142.9962,1,Training,6,Body,Shelves,Foot Interaction,Right Foot Press
146.4184,1,Training,6,Body,Shelves,Foot Interaction,Left Foot Press
155.0072,1,Training,6,Body,Shelves,Hand Interaction,MIN2 Selected
157.2516,1,Training,6,Body,Shelves,Hand Interaction,MIN1 Selected
163.6293,1,Training,6,Body,Shelves,Foot Interaction,Right Foot Press
164.2293,1,Training,6,Body,Shelves,Foot Interaction,Left Foot Press
180.2069,1,Training,6,Body,Shelves,Foot Interaction,Right Foot Press
180.418,1,Training,6,Body,Shelves,Foot Interaction,Left Foot Press
181.4291,1,Training,6,Body,Shelves,TaskBoard Button,Answer
183.018,1,Training,6,Body,Shelves,TaskBoard Button,Confirm
183.018,1,Training,6,Body,Shelves,Completion,107.0265
187.6624,2,1,6,Body,Shelves,TaskBoard Button,Start
188.6179,2,1,6,Body,Shelves,Foot Interaction,Left Foot Press
189.229,2,1,6,Body,Shelves,Foot Interaction,Right Foot Press
194.0512,2,1,6,Body,Shelves,Foot Interaction,Right Foot Press
201.7511,2,1,6,Body,Shelves,Foot Interaction,Right Foot Press
211.6176,2,1,6,Body,Shelves,Hand Interaction,MAX1 Selected
221.0287,2,1,6,Body,Shelves,Hand Interaction,MAX1 Selected
222.2397,2,1,6,Body,Shelves,Hand Interaction,MAX1 Selected
223.7508,2,1,6,Body,Shelves,Hand Interaction,MAX1 Selected
224.8064,2,1,6,Body,Shelves,Hand Interaction,MAX1 Selected
225.6286,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.6508,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.6842,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.6953,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.7175,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.7397,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.7508,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.773,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.7841,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.8175,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.8286,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.8508,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.8619,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.8842,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.9175,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.9286,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.9508,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.9619,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
225.9953,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
226.0064,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
226.0175,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
226.0508,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
226.0619,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
226.0842,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
226.0953,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
226.1175,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
226.1508,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
226.1619,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
226.1842,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
226.1953,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
226.2175,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
226.2397,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
226.2508,2,1,6,Body,Shelves,Hand Interaction,MAX1 Grabbed
