TimeSinceStart,TrialNo,TrialID,ParticipantID,Landmark,DetailedView,Interaction,Details
5.008833,1,Training,12,Floor,Shelves,Foot Interaction,Right Foot Press
15.74205,1,Training,12,Floor,Shelves,Foot Interaction,Right Foot Press
22.83086,1,Training,12,Floor,Shelves,Foot Interaction,Left Foot Press
23.10863,1,Training,12,Floor,Shelves,Foot Interaction,Right Foot Press
25.28639,1,Training,12,Floor,Shelves,Foot Interaction,Left Foot Press
25.34194,1,Training,12,Floor,Shelves,Foot Interaction,Right Foot Press
52.46386,1,Training,12,Floor,Shelves,TaskBoard Button,Start
61.16376,1,Training,12,Floor,Shelves,Foot Interaction,Left Foot Press
62.01931,1,Training,12,Floor,Shelves,Foot Interaction,Right Foot Press
64.17484,1,Training,12,Floor,Shelves,Foot Interaction,Right Foot Press
76.07471,1,Training,12,Floor,Shelves,Foot Interaction,Right Foot Press
82.36353,1,Training,12,Floor,Shelves,Foot Interaction,Left Foot Press
85.33016,1,Training,12,Floor,Shelves,Foot Interaction,Right Foot Press
95.83005,1,Training,12,Floor,Shelves,Foot Interaction,Left Foot Press
97.41891,1,Training,12,Floor,Shelves,Foot Interaction,Left Foot Press
98.17446,1,Training,12,Floor,Shelves,Foot Interaction,Right Foot Press
98.85223,1,Training,12,Floor,Shelves,Foot Interaction,Left Foot Press
99.53001,1,Training,12,Floor,Shelves,Foot Interaction,Right Foot Press
100.4189,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.4411,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.4744,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.4967,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.5189,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.5411,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.5744,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.5967,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.6189,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.6522,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.6744,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.6967,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.73,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.7522,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.7744,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.8078,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.83,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.8522,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.8855,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.9078,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.93,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.9633,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
100.9855,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.0078,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.0411,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.0633,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.0855,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.1078,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.13,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.1411,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.1633,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.1967,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.2189,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.23,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.2522,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.2855,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.3078,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.33,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.3411,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.3633,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.3967,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.4189,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.4411,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.4633,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.4855,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.5078,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.53,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.5522,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.5744,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.6078,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.63,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
101.6522,1,Training,12,Floor,Shelves,Foot Interaction,Right Sliding MAX3
