TimeSinceStart,TrialNo,TrialID,ParticipantID,Landmark,DetailedView,Interaction,Details
80.11911,1,Training,0,Shelves,Shelves,Foot Interaction,Right Foot Press
82.56353,1,Training,0,Shelves,Shelves,Foot Interaction,Left Foot Press
95.15228,1,Training,0,Shelves,Shelves,TaskBoard Button,Start
96.26337,1,Training,0,Shelves,Shelves,Foot Interaction,Left Foot Press
96.86337,1,Training,0,Shelves,Shelves,Foot Interaction,Right Foot Press
98.57446,1,Training,0,Shelves,Shelves,Foot Interaction,Left Foot Press
115.752,1,Training,0,Shelves,Shelves,Foot Interaction,Left Foot Press
116.0854,1,Training,0,Shelves,Shelves,Foot Interaction,Right Foot Press
117.1854,1,Training,0,Shelves,Shelves,Foot Interaction,Left Foot Press
119.7298,1,Training,0,Shelves,Shelves,Foot Interaction,Right Foot Press
122.0964,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.1186,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.1409,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.152,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.1742,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.1853,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.2075,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.2298,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.252,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.2631,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.2853,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.3075,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.3186,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.3409,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.352,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.3742,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.3964,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.4075,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.4297,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.4409,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.4631,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.4853,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.5075,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.5186,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.5409,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.5631,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.5853,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.5964,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.6075,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.6297,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.652,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
122.6631,1,Training,0,Shelves,Shelves,Hand Interaction,StackedBarChart Grabbed
