TimeSinceStart,TrialNo,TrialID,ParticipantID,Landmark,DetailedView,Interaction,Details
1.153321,1,Training,8,Floor,Shelves,Foot Interaction,Left Foot Press
5.442162,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
7.075477,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
8.019911,1,Training,8,Floor,Shelves,Foot Interaction,Left Foot Press
9.042122,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
20.01978,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
20.33088,1,Training,8,Floor,Shelves,Foot Interaction,Left Foot Press
21.81976,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
22.17531,1,Training,8,Floor,Shelves,Foot Interaction,Left Foot Press
24.67528,1,Training,8,Floor,Shelves,Foot Interaction,Left Foot Press
25.3975,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
27.49747,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
28.09747,1,Training,8,Floor,Shelves,Foot Interaction,Left Foot Press
28.5419,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
29.16412,1,Training,8,Floor,Shelves,Foot Interaction,Left Foot Press
38.3418,1,Training,8,Floor,Shelves,Foot Interaction,Left Foot Press
44.05285,1,Training,8,Floor,Shelves,Foot Interaction,Left Foot Press
44.6195,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
46.60837,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
52.68608,1,Training,8,Floor,Shelves,Foot Interaction,Left Foot Press
53.51941,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
55.65271,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
62.35264,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
62.43042,1,Training,8,Floor,Shelves,Foot Interaction,Left Foot Press
67.85258,1,Training,8,Floor,Shelves,TaskBoard Button,Start
89.84122,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
90.40788,1,Training,8,Floor,Shelves,Foot Interaction,Left Foot Press
98.20779,1,Training,8,Floor,Shelves,Foot Interaction,Left Foot Press
98.74113,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
99.57445,1,Training,8,Floor,Shelves,Foot Interaction,Left Foot Press
100.0744,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
100.5189,1,Training,8,Floor,Shelves,Foot Interaction,Right Sliding MAX2
100.5411,1,Training,8,Floor,Shelves,Foot Interaction,Right Sliding MAX2
100.5744,1,Training,8,Floor,Shelves,Foot Interaction,Right Sliding MAX2
100.5967,1,Training,8,Floor,Shelves,Foot Interaction,Right Sliding MAX2
100.6189,1,Training,8,Floor,Shelves,Foot Interaction,Right Sliding MAX2
100.6522,1,Training,8,Floor,Shelves,Foot Interaction,Right Sliding MAX2
100.6855,1,Training,8,Floor,Shelves,Foot Interaction,Right Sliding MAX2
100.7078,1,Training,8,Floor,Shelves,Foot Interaction,Right Sliding MAX2
100.7411,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
101.6744,1,Training,8,Floor,Shelves,Foot Interaction,Left Foot Press
102.4522,1,Training,8,Floor,Shelves,Foot Interaction,Right Foot Press
102.7189,1,Training,8,Floor,Shelves,Foot Interaction,Right Sliding MAX1
102.7411,1,Training,8,Floor,Shelves,Foot Interaction,Right Sliding MAX1
102.7744,1,Training,8,Floor,Shelves,Foot Interaction,Right Sliding MAX1
102.8077,1,Training,8,Floor,Shelves,Foot Interaction,Right Sliding MAX1
102.83,1,Training,8,Floor,Shelves,Foot Interaction,Right Sliding MAX1
